ID,Country,Name,Longitude,Latitude,Designation,Legal/Formal Instrument,Designation Type,Date Established,Domain,Status,Reported Area_ha,Reported Marine Area_ha,Management Plan,IUCN Management Categories,International Convention,State/Province/District,Management Effectiveness Model,Management Effectiveness Rating,Zonation,No Take,Reported No Take Area (ha),Source
1009200,Indonesia,Aceh Jaya District Marine Conservastion Area,95.57,4.64,District Marine Conservation Area,Keputusan Bupati NAD Jaya Nomor : 3 Tahun 2010 tgl 21 Januari 2010,Local,1/22/2010,Marine,Designated,175,0,Unknown,Unknown,Unknown,Aceh,,Unknown,Unknown,Unknown,,MMAF
1011900,Indonesia,Agam District Marine Conservation Area,99.948,-0.264,District Marine Conservation Area,Sk Bupati Nomor  520 Tahun 2012 Perubahan SK No 348 Tahun 2014,Local,1/1/2014,Marine,Designated,12000,0,Unknown,,,West Sumatra,,,Unknown,,,MMAF
1009500,Indonesia,Banggai District Marine Conservation Area ,123.08,-1.13,District Marine Conservation Area,Keputusan Bupati Banggai Nomor : 523/1209/Dislutkan/2008,Local,10/23/2008,Marine,Designated,16,0,No ,Unknown,Unknown,Central Sulawesi,,Unknown,Unknown,,,MMAF
1005900,Indonesia,Banggai Kepulauan District Marine Conservation Area,123.166172,-2.077298,District Marine Conservation Area,SK Bupati Nomor 391 Tahun 2014,Local,9/10/2014,Marine,Designated,57859.42,0,Unknown,V,No,Central Sulawesi,Unknown,Unknown,Unknown,Unknown,0,MMAF & Pemda
1014400,Indonesia,Bangka Selatan (Desa Penutuk kecamatan Lepar) District Marine Conservation,106.457,-2.766,District Marine Conservation Area,Kep. Bupati Bangka Selatan No : 188.45/119.4/DKP/2012 tanggal 17 April 2012,Local,4/17/2012,Marine,Designated,186,0,Unknown,Unknown,Unknown,Bangka Belitung,,Unknown,Unknown,Unknown,,MMAF
1014200,Indonesia,Bantul Ditrict Coastal and Marine Conservation Area,110.38,-7.901,District Marine Conservation Area,Nomor 284 Tahun 2014,Local,4/28/2014,Marine,Designated,182,0,Unknown,Unknown,,DI Yogyakarta,,Unknown,Unknown,Unknown,,MMAF
1014700,Indonesia,Barru (Pulau Pannitiang Coastal and Small Island) District Marine Conservasion Area,119.76,-4.562,District Marine Conservation Area,SK Bupatei Nomor 194/DKP/II/2014,Unknown,2/15/2014,Marine,Designated,605.94,0,Unknown,Unknown,Unknown,South Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1000300,Indonesia,Batang Gasan District Marine Conservation Area,99.97475,-0.45647,District Marine Conservation Area,SK Bupati Padang Pariaman No. 02 Kep/BPP-2010,Local,2/1/2010,Marine,Designated,684,0,Unknown,Unknown,No,West Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF (2010)
1014300,Indonesia,Belitung District Marine Conservation Area,107.71,-2.801,District Marine Conservation Area,"SK Bupati Nomor 188,45/156.A/Kep/DKP/2014",Local,1/1/2014,Marine,Designated,662984,0,Unknown,Unknown,Unknown,Bangka Belitung,,Unknown,Unknown,Unknown,,MMAF
1009600,Indonesia,Bengkalis Terubuk Fish sanctuary ,102.9,1.402,District Marine Conservation Area,Kepmen KP. 59 Tahun 2011,Provincial,10/12/2011,Marine,Designated,40741.8,0,Unknown,Unknown,No,Riau,,Unknown,No,Unknown,,MMAF
1001700,Indonesia,Bengkayang (P. Randayan & P. Sekitarnya) District Marine Conservation Area,108.751249,0.762153,District Marine Conservation Area,No.220 Tahun 2004 Tgl.16-12-2004,Local,12/16/2004,Marine,Designated,15300,0,Unknown,VI,No,West Kalimantan,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1003100,Indonesia,Biak Numfor District Marine Conservation Area,136.303187,-1.178232,District Marine Conservation Area,SK. Bupati nomor : 21 tahun 2009 tangal 17 April 2009,Local,4/17/2009,Marine,Designated,24910,0,Unknown,VI,No,Papua,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1009300,Indonesia,Bina Bahari District Marine Conservation Area,95.18,5.34,District Marine Conservation Area,Keputusan Bupati NAD Besar Nomor : 43 Tahun 2010 tgl 15 Februari 2010,Local,2/16/2010,Marine,Designated,200,0,No ,Unknown,Unknown,Aceh,,Unknown,No,Unknown,,MMAF
1013600,Indonesia,Boalemo District Marine Conservation Area,122.33,0.642,District Marine Conservation Area,SK Bupati Nomor 188.45/SK.0283/DKP/2013,Local,1/1/2013,Marine,Designated,0,0,Unknown,Unknown,Unknown,Gorontalo,,Unknown,Unknown,Unknown,,MMAF
1010800,Indonesia,Bombana District Marine Conservation Area,121.85,-4.66,District Marine Conservation Area,Keputusan Bupati Bombana No. 384 Tahun 2011,Local,3/1/2011,Marine,Designated,19176.98,0,Unknown,Unknown,Unknown,Southeast Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1010700,Indonesia,Brebes Conservation Area,108,-6.925,District Marine Conservation Area,Keputusan Bupati Brebes Nomor : 523/177 Tahun 2007,Local,1/1/2012,Terrestrial,Unknown,0,0,Unknown,Unknown,Unknown,Central Java,,Unknown,Unknown,Unknown,,MMAF
1010500,Indonesia,Buleleng District Marine Conservation Area,115.19,-8.178,District Marine Conservation Area,Keputusan Bupati Buleleng No. 523/630/HK/2011,Local,1/1/2011,Marine,Designated,14041.13,0,Unknown,Unknown,Unknown,Bali,,,Unknown,,,MMAF
1004500,Indonesia,Bunaken Marine National Park,124.754218,1.643382,Marine National Park,SK. Menhut Nomor 730/Kpts-II/1991; Tgl 15-10-1991,National,10/15/1991,Marine,Designated,89065,0,Unknown,II,No,North Sulawesi,Unknown,Unknown,Unknown,Unknown,0,CTI
1012500,Indonesia,Bungo District Marine Conservation Areas,101,-1.67,District Marine Conservation Area,Nomor 53 Tahun 2013 Nomor 54 Tahun 2013 Nomor 55 Tahun 2013 Nomor 56 Tahun 2013,Local,2/11/2013,Terrestrial,Designated,2.27,0,Unknown,Unknown,Unknown,Jambi,,Unknown,Unknown,Unknown,,MMAF
1001200,Indonesia,Derawan (Berau) District Marine Conservation Area,118.437683,1.894307,District Marine Conservation Area,SK No. 202 Tahun 2014,Local,3/25/2004,Marine,Designated,285266,0,Unknown,VI,No,East Kalimantan,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1001100,Indonesia,Desa Olele District Marine Conservation Area,123.151645,0.40819,District Marine Conservation Area,No. 165 Tahun 2006; Tgl. 6 November 2006,Local,11/6/2006,Marine,Designated,2460,0,Unknown,VI,No,Gorontalo,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1009400,Indonesia,District Marine Conservation Area Pandeglang,105.47,-6.56,District Marine Conservation Area,Keputusan Bupati Pandeglang Nomor : 660/Kep.369 - Huk/2007,Local,9/26/2007,Marine,Designated,7391,0,No ,Unknown,No,Banten,,Unknown,No,Unknown,,MMAF
1014000,Indonesia,Dompu District Marine Conservation Area,118.395,-8.521,District Marine Conservation Area,Peraturan Bupati No : 34 tahun 2010 tanggal 27 Desember 2010,Local,12/27/2010,Marine,Designated,2240,0,Unknown,Unknown,,Nusa Tenggara Barat,,Unknown,Unknown,Part,,MMAF
1011000,Indonesia,East Belitung District Marine Conservation Areas,108.52,-2.548,District Marine Conservation Area,SK Bupati No Nomor 2.05.5/021/DKP/I/2012,Local,1/1/2012,Marine,Designated,801.56,0,Unknown,Unknown,Unknown,Bangka Belitung,,Unknown,Unknown,Unknown,,MMAF
1012800,Indonesia,East Florest District Marine Conservation Area,122.95,-8.507,District Marine Conservation Area,SK Bupati Nomor 4 Tahun 2013,Local,6/3/2013,Marine,Designated,150000,0,Unknown,Unknown,Unknown,Nusa Tenggara Timur,,Unknown,Unknown,Unknown,,MMAF
1008100,Indonesia,Enggano District Marine Conservation Area,102.434,-5.490999,District Marine Conservation Area,Peraturan Bupati No Tahun 2010,Local,1/1/2010,Marine,Designated,37167.39,0,Unknown,VI,No,Bengkulu,Unknown,Unknown,Unknown,Unknown,0,MMAF
1012900,Indonesia,Fish Sanctuary District Konawe,121.886,-3.958,District Marine Conservation Area,SK Bupati Nomor 225/04.DKP/SK-PENCADANGAN/I/2013,Local,1/25/2013,Terrestrial,Designated,10430,0,No ,Unknown,Unknown,Southeast Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1001800,Indonesia,Gili Banta (Bima) District Marine Conservation Area,119.29903,-8.430414,District Marine Conservation Area,SK Bupati No. 08 Tahun 2005; Tgl. 02 -01-2005,Local,2/1/2005,Marine,Designated,43750,0,Unknown,VI,No,West Nusa Tenggara,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1005400,Indonesia,"Gili Meno, Gili Ayer, Gili Trawangan Marine Nature Recreational Park",116.053787,-8.354094,Marine Nature Recreational Park,Kep MenKP Nomor 37/Men/2009 Tgl. 3 September 2009,National,9/3/2009,Marine,Designated,2954,0,Unknown,V,No,West Nusa Tenggara,Unknown,Unknown,Unknown,Unknown,0,CTI
1007600,Indonesia,"Gili Sulat, Gili Lawang District Marine Conservation Area",116.726521,-8.328496,District Marine Conservation Area,"No. 188,45/332/KP/2014",Local,7/11/2014,Marine,Designated,10000,0,Unknown,V,No,West Nusa Tenggara,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1012000,Indonesia,Gunung Kidul District Marine Conservation Area,110.8,-8.184,District Marine Conservation Area,Nomor  271 Tahun 2013,Local,9/2/2013,Marine,Designated,3388.46,0,Unknown,,Unknown,DI Yogyakarta,,Unknown,Unknown,Unknown,,MMAF
1012300,Indonesia,Halmahera Tengah Canctuary small island ,127.94,0.578,District Marine Conservation Area,SK Bupati Nomor  523/KEP/288/2013,Local,7/24/2013,Marine,Designated,192,0,Unknown,Unknown,,North Maluku,,Unknown,Unknown,Unknown,,MMAF
1015300,Indonesia,Jamursbamedi Marine Wildlife Reserve,132.86,-0.409,Marine Wildlife Reserve,SK Menteri Hutbun No. 891/Kpts-II/1999,National,10/14/1999,Marine-Terrestrial,Designated,278.25,0,Unknown,Unknown,Unknown,West papua,,Unknown,Unknown,Unknown,,MMAF and MoF
1013900,Indonesia,Jembrana District Marine Conservation Area,114.637,-8.339,District Marine Conservation Area,Kep. Bupati NO : 778/DKPK/2013 - 30 desember 2013,Local,12/30/2013,Marine,Designated,3532.52,0,Unknown,Unknown,Unknown,Bali,,Unknown,Unknown,Unknown,,MMAF
1002400,Indonesia,Jorongmaligi District Marine Conservation Area,99.44877,0.095023,District Marine Conservation Area,SK Bupati No.188.45/326/BUP-PASBAR/2007; Tgl 7 Juni 2007,Local,6/7/2007,Marine,Designated,10,0,Unknown,VI,No,West Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1003000,Indonesia,Kab Bintan District Marine Conservation Area,107.166668,0.876182,District Marine Conservation Area,SK Bupati No. 261/VIII/2007; Tgl 23 Agustus 2007,Local,8/23/2007,Marine,Designated,472905,0,Unknown,VI,No,Riau,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002900,Indonesia,Kab Ciamis District Marine Conservation Area,108.547831,-7.700373,District Marine Conservation Area,Peraturan Bupati Ciamis nomor : 15 Tahun 2008,Local,1/1/2008,Marine,Designated,29823.99,0,Unknown,VI,No,West Java,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002800,Indonesia,Kab Kaur District Marine Conservation Area,103.307126,-4.793139,District Marine Conservation Area,No.180 tahun 2007 Tgl 20 Juni 2007,Local,6/20/2007,Marine,Designated,50308.39,0,Unknown,VI,No,Bengkulu,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002300,Indonesia,Kab kep Mentawai District Marine Conservation Area,99.284306,-1.924591,District Marine Conservation Area,SK Bupati no. 178 tahun 2006 tgl 11 maret 2006 Berubah menjadi Nomor 188.45/42 Tahun 2006; Perubahan  Nomor 188.45/42 Tahun 2012 ,Local,4/27/2012,Marine,Designated,172191,0,Unknown,VI,UNESCO-MAB Biosphere Reserve (1981),West Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1001500,Indonesia,Kab Lampung Barat District Marine Conservation Area,104.149761,-5.493535,District Marine Conservation Area,SK Bupati Nomor : B/290/kpts/10-IV/2007,Local,12/27/2007,Marine,Designated,14866.87,0,Unknown,VI,No,Lampung,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002200,Indonesia,Kab Natuna District Marine Conservation Area,108.03392,3.54811,District Marine Conservation Area,SK Bupati no 378 tahun 2008,Local,9/5/2007,Marine,Designated,142997,0,Unknown,VI,No,Riau,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002700,Indonesia,Kab Nias District Marine Conservation Area,97.233994,1.430913,District Marine Conservation Area,SK Bupati No 050/139/K/2007,Local,1/1/2007,Marine,Designated,29000,0,Unknown,VI,No,North Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1000500,Indonesia,Kab Selayar (Pulau Selayar & P Kayu Adi)  District Marine Conservation Area,120.38682,-6.21033,District Marine Conservation Area,Keputusan Bupati Kepulauan Selayar No. 03a tahun 2009 tgl 5 januari 2009; Perubahan No. No 465 /IX/Tahun 2011 (Gunung pasi) dan No 466 /IX/Tahun 2011 (Pulau Kayuadi),Local,9/20/2011,Marine,Designated,9001,0,Unknown,VI,No,South Sulawesi,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1001300,Indonesia,Kab Serdang Bedagai District Marine Conservation Area,99.497641,3.775557,District Marine Conservation Area,SK Bupati Sergai No. 97/523/2008,Local,4/8/2004,Marine,Designated,1240.35,0,Unknown,VI,No,North Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002600,Indonesia,"Kab Simeulue (P Pinang, Siumat & Simanaha-Pisisi) District Marine Conservation Area District Marine Conservation Area",96.281246,2.638597,District Marine Conservation Area,SK Bupati No. 523.1/104/Tahun 2006; Tgl 9 -4- 2006,Local,4/9/2006,Marine,Designated,50000,0,Unknown,VI,No,Nanggroe Aceh Darussalam,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1007900,Indonesia,"Kab Sumbawa (P. Keramat, P. Bedil, P. Temudong) District Marine Conservation Area",117.069258,-8.382199,District Marine Conservation Area,Keputusan Bupati Sumbawa Nomor 642 Tahun 2011,Local,1/1/2011,Marine,Designated,2000,0,Unknown,VI,No,West Nusa Tenggara,Unknown,Unknown,Unknown,Unknown,0,MMAF
1006600,Indonesia,Kabupaten Buton (Liwutongkidi) District Marine Conservation Area,122.295115,-5.491337,District Marine Conservation Area,No. 578 Tahun 2005; Tgl. 18 -11- 2005 Nomor 938 Tahun 2011,Local,11/18/2005,Marine,Designated,283577.33,0,Unknown,VI,No,Southeast Sulawesi,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1000900,Indonesia,Kaimana District Marine Conservation Area,133.853757,-3.754313,District Marine Conservation Area,Peraturan Bupati Kaimana Nomor 4 Tahun 2008,Local,1/1/2008,Marine,Designated,597747,0,Unknown,VI,No,West Papua,Unknown,Unknown,No,Unknown,0,MMAF & MoF
1009700,Indonesia,Karang Jeruk District Marine Conservastion Area,109.13,-6.83,District Marine Conservation Area,Keputusan Bupati Tegal Nomor: 523/448/2010,Local,9/2/2010,Marine,Designated,53460,0,No ,Unknown,Unknown,Central Java,,Unknown,Unknown,,,MMAF
1003400,Indonesia,Karimun Jawa Marine National Park,110.36874,-5.79653,Marine National Park,SK. Menhut Nomor 74/Kpts-II/2001; Tgl 15-3-2001,National,3/15/2001,Marine,Designated,110117.3,0,Unknown,II,No,Central Java,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1006000,Indonesia,Kebupaten Pangkajene  District Marine Conservation Area,119.193987,-4.75666,District Marine Conservation Area,SK Bupati pangkajene dan Kepulauan No. 180 tahun 2009 tgl 5-01-2009; dan No 158 tahun 2010 tgl 8 Mei,Local,1/5/2009,Marine,Designated,171937.71,0,Unknown,V,No,South Sulawesi,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1001000,Indonesia,"Kep. Panjang (P.Sayang, P.Wayag, P.Kawe) Marine Wildlife Reserve",130.043751,0.194986,Marine Wildlife Reserve,Kep MenKP Nomor 65/Men/2009 Tgl. 3 September 2009,National,9/3/2009,Marine,Designated,271630,0,Unknown,IV,No,West Papua,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1005800,Indonesia,Kepulauan Anambas Marine Nature Recreational Park,105.79566,2.391318,Marine Nature Recreational Park,keputusan Menteri Kelautan dan Perikanan Nomor:37/KEP-MEN/2014,National,7/15/2014,Marine,Designated,1262686.2,0,Yes,VI,No,Riau,EKP3K,Unknown,Yes,Unknown,30328.58,MMAF & MoF
1006900,Indonesia,Kepulauan Aru Tenggara Marine Wildlife Reserve,134.633949,-7.031836,Marine Wildlife Reserve,Kep MenKP Nomor 63/Men/2009 Tgl. 3 September 2009,National,2/4/1991,Marine,Designated,114000,0,Unknown,IV,No,Maluku,Unknown,Unknown,Unknown,Unknown,0,MMAF
1003600,Indonesia,Kepulauan Banyak Marine Nature Recreational Park,97.297428,2.114576,Marine Nature Recreational Park,Menteri Kehutanan No. 596/Kpts-II/1996; Tgl 16-9-1996,National,9/16/1996,Marine,Designated,227500,0,Unknown,V,No,Nanggroe Aceh Darussalam,Unknown,Unknown,No,Unknown,0,MMAF & MoF
1011200,Indonesia,Kepulauan Guraici Marine Conservation Area ,127.53,1.508,District Marine Conservation Area,SK Bupati No.99 Tahun 2012,Local,1/1/2012,Marine,Designated,6386.46,0,Unknown,,Unknown,North Maluku,,Unknown,Unknown,Unknown,,MMAF
1005500,Indonesia,Kepulauan Kapoposang Marine Nature Recreational Park,119.033897,-4.778495,Marine Nature Recreational Park,Menteri Kehutanan No. 588/Kpts-VI/1996; Tgl. 12-09-1996,Local,9/12/1996,Marine,Designated,50000,0,Unknown,V,No,South Sulawesi,Unknown,Unknown,Unknown,Unknown,0,CTI
1004900,Indonesia,Kepulauan Karimata Marine Nature Reserve,108.852928,-1.626692,Marine Nature Reserve,Menteri Kehutanan No. 381/Kpts-II/1985; Tgl. 27-12-1985,National,12/27/1985,Marine,Designated,77000,0,Unknown,Ia,No,West Kalimantan,Unknown,Unknown,Unknown,Unknown,0,CTI
1005200,Indonesia,Kepulauan Padaido Marine Nature Recreational Park,136.499733,-1.249377,Marine Nature Recreational Park,Kep. Menteri Kelautan dan Perikanan Republik Indonesia Nomor Kep 68/Men/2009; Tgl.3 September 2009,National,9/3/2009,Marine,Designated,183000,0,Unknown,V,No,Papua,Unknown,Unknown,Unknown,Unknown,0,CTI
1007000,Indonesia,Kepulauan Padamarang Marine Nature Recreational Park,121.421844,-4.118895,Marine Nature Recreational Park,Menteri Kehutanan No. 94/Kpts-II/2003; Tgl 19-03-2003,National,3/19/2003,Marine,Designated,3600,0,Unknown,V,No,Southeast Sulawesi,Unknown,Unknown,Unknown,Unknown,0,MMAF
1006400,Indonesia,Kepulauan Raja Ampat Marine Wildlife Reserve,130.349976,-0.359443,Marine Wildlife Reserve,Kep MenKP Nomor 64/Men/2009 Tgl. 3 September 2009,National,9/3/2009,Marine,Designated,60000,0,Unknown,IV,No,West Papua,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1007800,Indonesia,Kepulauan Sepanjang (Kab Sumenep) District Marine Conservation Area,115.890361,-7.076783,District Marine Conservation Area,Peraturan Bupati Sumenep Nomor : 08 Tahun 2010,Local,5/3/2010,Marine,Designated,118406.2,0,Unknown,VI,No,East Java,Unknown,Unknown,Unknown,Unknown,0,MMAF
1004800,Indonesia,Kepulauan Seribu Marine National Park,106.57459,-5.572851,Marine National Park,SK. Menhut Nomor 8310/Kpts-II/2002; Tgl 13-6-2002,National,6/13/2002,Marine,Designated,107489,0,Unknown,II,No,DKL Jakarta,Unknown,Unknown,Unknown,Unknown,0,CTI
1004400,Indonesia,Kepulauan Togean Marine National Park,121.975113,-0.360573,Marine National Park,SK. Menhut Nomor : Sk.418/Menhut-Ii/2004; Tgl. 19-10-2004,National,10/19/2004,Marine,Designated,362605,0,Unknown,II,No,Central Sulawesi,Unknown,Unknown,Unknown,Unknown,0,CTI
1004600,Indonesia,Kepulauan Wakatobi Marine National Park,124.00783,-5.720294,Marine National Park,SK. Menhut Nomor 7661/Kpts-II/2002; Tgl 19-8-2002,National,8/19/2002,Marine,Designated,1390000,0,Unknown,II,UNESCO-MAB Biosphere Reserve (2012),Southeast Sulawesi,Unknown,Unknown,Yes,Unknown,0,CTI
1012400,Indonesia,Kolaka District Marine Conservation Area,121.629,-4.316,District Marine Conservation Area,SK Bupati No 200 Tahun 2013,Local,1/1/2013,Marine,Designated,60400,0,Unknown,Unknown,Unknown,Southeast Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1003200,Indonesia,Kota Batam District Marine Conservation Area,104.194447,0.502849,District Marine Conservation Area,SK Walikota Batam No. Kpts 14/HK/VI/2007; Tgl 4 Juni 2007,National,6/4/2007,Marine,Designated,66867,0,Unknown,VI,No,Riau,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1014100,Indonesia,Kota Bitung Coast and Small Island District Marine Conservation Area,125.243,1.451,District Marine Conservation Area,"Nomor 188,45/HKM/SK/121/2014",Local,5/13/2015,Marine,Unknown,9647,0,Unknown,Unknown,Unknown,North Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1010300,Indonesia,Kota Bontang District Marine Conservation Area,117.34,0.279,District Marine Conservation Area,Keputusan Walikota Bontang No 112 Tahun 2011,Local,3/25/2011,Marine,Designated,5121.38,0,Unknown,Unknown,Unknown,East Kalimantan,,Unknown,Unknown,Unknown,,MMAF
1010600,Indonesia,Kota Padang District Marince Conservation Area  ,100.45,0.933,District Marine Conservation Area,Keputusan Walikota Padang Nomor 224 Tahun 2011,Local,1/1/2011,Marine,Unknown,1815.1,0,Unknown,Unknown,Unknown,West Sumatra,,Unknown,Unknown,Unknown,,MMAF
1008200,Indonesia,Kota Sabang District Marine Conservation Area,95.356469,5.865503,District Marine Conservation Area,"Keputusan Walikota Sabang No 729, Tahun 2010.",Local,8/24/2010,Marine,Designated,3207.98,0,Unknown,V,No,Nanggroe Aceh Darussalam,Unknown,Unknown,Unknown,Unknown,0,MMAF
1013300,Indonesia,Kota Tidore Kepulauan District Marine Conservation Area,127.622,0.419,District Marine Conservation Area,"SK Bupati Nomor 72,2 Tahaun 2012",Local,1/1/2012,Marine,Designated,2810,0,Unknown,Unknown,Unknown,North Maluku,,Unknown,Unknown,Unknown,,MMAF
1012700,Indonesia,Lembata District Marine Conservation Area,123.64,-8.321,District Marine Conservation Area,SK Bupati Nomor 420 Tahun 2012,Local,10/26/2012,Marine,Designated,225624,0,No ,Unknown,Unknown,,,Unknown,Unknown,Unknown,,MMAF
1007100,Indonesia,Leuweng Sancang Marine Nature Reserve,107.856552,-7.741734,Marine Nature Reserve,Menteri Kehutanan No. 682/Kpts-II/1990; Tgl. 17-11-1990,National,11/17/1990,Marine,Designated,1150,0,Unknown,Unknown,No,West Java,Unknown,Unknown,Unknown,Unknown,0,MMAF
1013000,Indonesia,"Lombok Barat (Gili Tangkong, Gili Nanggu dan Gili Sudak) District Marine Conservation Areas",116.08,-8.688,District Marine Conservation Area,Nomor 56 Tahun 2011Perubahan menjadi Peraturan Bupati No 23 Tahun 2014,Local,5/31/2014,Marine,Designated,21556,0,Unknown,Unknown,Unknown,Nusa Tenggara Barat,,Unknown,Unknown,Unknown,,MMAF
1008000,Indonesia,Lombok Tengah,116.273523,-8.920621,District Marine Conservation Area,Peraturan Bupati Lombok Tengah No. 2 Tahun 2011,Local,1/20/2011,Marine,Designated,22940.45,0,Unknown,VI,No,East Nusa Tenggara,Unknown,Unknown,Unknown,Unknown,0,MMAF
1011300,Indonesia,Majene District Marine Conservationa Area,118.99,-3.55,District Marine Conservation Area,SK Buapti Nomor 880 /HK/KEP-BUP/III/2012,Local,1/1/2015,Marine,Unknown,49000,0,Unknown,Unknown,,West Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1011600,Indonesia,Maluku Tenggara District Marine Conservation Area,131.48,-7.589,District Marine Conservation Area,SK Bupati Nomor 162 Tahun 2012,Local,1/1/2012,Marine,Designated,150000,0,Unknown,Unknown,Unknown,Maluku,,Unknown,Unknown,Unknown,,MMAF
1009800,Indonesia,Minahasa Selatan District Marine Conservation,124.4,1.26,District Marine Conservation Area,Keputusan Bupati Minahasa Selatan Nomor : 130 Tahun 2007,Local,5/25/2007,Marine,Designated,26000,0,Unknown,Unknown,Unknown,North Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1014800,Indonesia,Minahasa Utara District Marine Conservation Area,124.97,1.465,District Marine Conservation Area,SK Bupati Nomor 180 Tahun 2014,Local,7/25/2014,Marine,Unknown,32217,0,Unknown,,Unknown,North Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1011400,Indonesia,Morotai District Marine Conservationa Area,128.19,2.076,District Marine Conservation Area,SK Bupati No.523/42/PM/2012,Local,1/1/2012,Marine,Designated,330,0,Unknown,Unknown,Unknown,North Maluku,,Unknown,Unknown,Unknown,,
1013500,Indonesia,Morowali District Marine Conservation Area,122.38,-3.177,District Marine Conservation Area,SK Bupati Nomor 188.45/SK.0283/DKP/2013,Local,9/12/2013,Marine,Designated,41342,0,Unknown,Unknown,Unknown,Central Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1010100,Indonesia,Mukomuko District Marine Conservation Areas ,101.5,-2.77,District Marine Conservation Area,Peraturan Daerah Kab Mukomuko No. 4 Tahun 2010,Local,1/1/2010,Marine,Designated,0,0,Unknown,Unknown,Unknown,Bengkulu,,Unknown,Unknown,Unknown,,MMAF
1011800,Indonesia,"Natuna Coast, Island, Marine Conservationa Area",108.108,4.082,District Marine Conservation Area,SK Bupatin Nomor 304 Tahun 2011,Local,3/1/2011,Marine,Designated,9226.97,0,Unknown,Unknown,Unknown,Riau Archipelago,,Unknown,Unknown,Unknown,,MMAF
1000200,Indonesia,Nias Selatan District Marine Conservation Area,98.219167,-0.080932,District Marine Conservation Area,Keputusan Bupati Nias Selatan Nomor : 523/371/K/2008; Tgl 5 Desember 2008,Local,12/5/2009,Marine,Designated,56000,0,Unknown,VI,No,North Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF (2010)
1010000,Indonesia,North Luwu District Marine Conservation Area ,120.31,-2.8,District Marine Conservation Area,Keputusan Luwu Utara No. 287 Tahun 2010,Local,11/23/2010,Marine,Designated,0,0,Unknown,,Unknown,South Sulawesi,,Unknown,Unknown,Unknown,,MMAF
1010900,Indonesia,Nunukan District Marine Conservation Area,117.26,3.78,District Marine Conservation Area,Nomor 188.45/40/II/2012,Local,1/1/2012,Marine,Unknown,74,0,Unknown,,Unknown,East Kalimatan,,Unknown,Unknown,Unknown,,MPA
1005700,Indonesia,Nusa Penida District Marine Conservation Area,115.53259,-8.810863,District Marine Conservation Area,Peraturan Bupati Klungkung Nomor 12 Tahun 2010,Local,11/21/2010,Marine,Designated,20057,0,Unknown,Unknown,No,Bali,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1002100,Indonesia,"P. Ujung, P. Tangah, P. Angso, P. Kasiak District Marine Conservation Area",100.07536,-0.603459,District Marine Conservation Area,No.296/KEP/WAKO-2006 Tgl 29 Juni 2006 dan No.297/KEP/WAKO-2006 Tgl 29 Juni 2006,Local,6/29/2006,Marine,Designated,11525.89,0,Unknown,VI,No,West Sumatra,Unknown,Unknown,Unknown,Unknown,0,MMAF & MoF
1007200,Indonesia,Pananjung Pangandaran Marine Nature Reserve,108.670058,-7.733411,Marine Nature Reserve,Menteri Kehutanan No. 225/Kpts-II/1990; Tgl. 8-5-1990,National,5/8/1990,Marine,Designated,470,0,Unknown,Unknown,No,West Java,Unknown,Unknown,Unknown,Unknown,0,MMAF
